Country,dt,AverageTemperature,AverageTemperatureUncertainty
Australia,1960,21.210500000000003,0.22199999999999998
Australia,1961,21.964249999999996,0.2186666666666667
Australia,1962,21.802916666666665,0.26599999999999996
Australia,1963,21.69783333333333,0.20174999999999998
Australia,1964,21.650750000000002,0.20958333333333334
Australia,1965,22.092083333333335,0.24799999999999997
Australia,1966,21.361000000000004,0.18616666666666667
Australia,1967,21.625416666666666,0.19941666666666666
Australia,1968,21.462166666666672,0.18449999999999997
Australia,1969,21.847583333333333,0.18266666666666664
Australia,1970,21.775750000000002,0.18433333333333335
Australia,1971,21.65433333333333,0.17800000000000002
Australia,1972,22.012083333333333,0.19575
Australia,1973,22.41275,0.20541666666666666
Australia,1974,21.238083333333332,0.2125
Australia,1975,21.692666666666668,0.22191666666666668
Australia,1976,21.193416666666668,0.21691666666666665
Australia,1977,21.892500000000002,0.1811666666666667
Australia,1978,21.605166666666666,0.18183333333333337
Australia,1979,22.252333333333336,0.19175
Australia,1980,22.586166666666667,0.17183333333333337
Australia,1981,22.164083333333334,0.19533333333333333
Australia,1982,21.910500000000003,0.16483333333333336
Australia,1983,22.261083333333332,0.19774999999999998
Australia,1984,21.516916666666663,0.18216666666666667
Australia,1985,22.043416666666662,0.21158333333333335
Australia,1986,22.09325,0.18208333333333337
Australia,1987,22.072416666666665,0.15758333333333333
Australia,1988,22.630083333333335,0.16433333333333333
Australia,1989,21.862833333333338,0.21291666666666664
Australia,1990,22.35575,0.18575
Australia,1991,22.48741666666667,0.14941666666666667
Australia,1992,21.932583333333337,0.22791666666666666
Australia,1993,22.160166666666665,0.17575
Australia,1994,22.030249999999995,0.2130833333333333
Australia,1995,21.955166666666667,0.15375000000000003
Australia,1996,22.325333333333333,0.16083333333333333
Australia,1997,22.086000000000002,0.18875
Australia,1998,22.664833333333334,0.17074999999999999
Australia,1999,22.0645,0.17700000000000002
Australia,2000,21.709666666666667,0.17600000000000002
Australia,2001,21.79275,0.16141666666666668
Australia,2002,22.46083333333333,0.17008333333333334
Australia,2003,22.44033333333333,0.22516666666666663
Australia,2004,22.286916666666666,0.164
Australia,2005,22.896833333333333,0.15566666666666665
Australia,2006,22.264416666666662,0.20824999999999996
Australia,2007,22.48675,0.15783333333333335
Australia,2008,22.225916666666667,0.16624999999999998
Australia,2009,22.690583333333333,0.18433333333333332
Australia,2010,22.078166666666664,0.18141666666666664
Australia,2011,21.767,0.1869166666666667
Australia,2012,22.0245,0.23700000000000002
Australia,2013,22.142874999999997,0.22362500000000002
Belgium,1960,9.98875,0.27091666666666675
Belgium,1961,10.435833333333333,0.25808333333333333
Belgium,1962,8.541500000000001,0.2694166666666667
Belgium,1963,8.259666666666666,0.2750000000000001
Belgium,1964,9.594166666666668,0.24058333333333334
Belgium,1965,9.040416666666664,0.2699166666666667
Belgium,1966,9.901583333333333,0.236
Belgium,1967,10.056583333333332,0.27391666666666664
Belgium,1968,9.412333333333333,0.2599166666666667
Belgium,1969,9.5505,0.2281666666666667
Belgium,1970,9.499,0.2610833333333334
Belgium,1971,9.831166666666666,0.2535
Belgium,1972,9.333333333333334,0.26391666666666663
Belgium,1973,9.758833333333332,0.24625
Belgium,1974,10.072916666666668,0.23424999999999999
Belgium,1975,10.071916666666668,0.26275000000000004
Belgium,1976,10.368000000000002,0.278
Belgium,1977,9.961083333333333,0.218
Belgium,1978,9.23225,0.218
Belgium,1979,9.058583333333333,0.20725000000000002
Belgium,1980,9.297333333333334,0.18266666666666664
Belgium,1981,9.627083333333333,0.2273333333333333
Belgium,1982,10.33,0.20299999999999999
Belgium,1983,10.294500000000001,0.20033333333333336
Belgium,1984,9.6495,0.21691666666666667
Belgium,1985,8.795499999999999,0.2554166666666666
Belgium,1986,9.264000000000001,0.21866666666666665
Belgium,1987,9.0685,0.22325000000000003
Belgium,1988,10.456999999999999,0.20924999999999996
Belgium,1989,10.921166666666666,0.2399166666666667
Belgium,1990,10.935333333333334,0.22983333333333333
Belgium,1991,9.709166666666667,0.18383333333333332
Belgium,1992,10.48925,0.26033333333333336
Belgium,1993,9.925833333333333,0.20291666666666666
Belgium,1994,10.996749999999999,0.20625000000000002
Belgium,1995,10.696750000000002,0.20374999999999996
Belgium,1996,8.893166666666668,0.19258333333333336
Belgium,1997,10.472416666666666,0.18733333333333335
Belgium,1998,10.369166666666667,0.17825000000000002
Belgium,1999,10.93425,0.19808333333333336
Belgium,2000,11.03425,0.19716666666666663
Belgium,2001,10.543333333333335,0.21258333333333332
Belgium,2002,11.035750000000002,0.2060833333333333
Belgium,2003,10.87025,0.24575000000000002
Belgium,2004,10.452583333333331,0.21691666666666667
Belgium,2005,10.727833333333335,0.18275
Belgium,2006,11.09525,0.22883333333333333
Belgium,2007,11.1455,0.19466666666666665
Belgium,2008,10.504916666666666,0.18800000000000003
Belgium,2009,10.628499999999999,0.21675000000000003
Belgium,2010,9.361749999999999,0.22416666666666665
Belgium,2011,11.305333333333335,0.232
Belgium,2012,10.351833333333333,0.25975
Belgium,2013,10.060125,0.282625
Brazil,1960,24.752666666666666,0.3506666666666667
Brazil,1961,25.146416666666664,0.2585
Brazil,1962,24.84233333333333,0.26675
Brazil,1963,25.171583333333334,0.28933333333333333
Brazil,1964,24.73408333333333,0.25633333333333336
Brazil,1965,24.983833333333337,0.297
Brazil,1966,25.086416666666665,0.238
Brazil,1967,25.01366666666667,0.24791666666666665
Brazil,1968,24.631249999999998,0.2338333333333333
Brazil,1969,25.282750000000004,0.24008333333333332
Brazil,1970,25.191083333333335,0.26041666666666663
Brazil,1971,24.608500000000003,0.2800833333333333
Brazil,1972,25.097333333333328,0.24208333333333332
Brazil,1973,25.169583333333332,0.22750000000000004
Brazil,1974,24.581500000000002,0.20825000000000002
Brazil,1975,24.676750000000002,0.21075
Brazil,1976,24.718999999999998,0.25325000000000003
Brazil,1977,25.132333333333335,0.21758333333333335
Brazil,1978,24.9275,0.21608333333333332
Brazil,1979,24.944333333333333,0.2038333333333333
Brazil,1980,25.147999999999996,0.20758333333333334
Brazil,1981,24.983416666666667,0.23425000000000004
Brazil,1982,25.23033333333333,0.23466666666666666
Brazil,1983,25.350750000000005,0.24358333333333337
Brazil,1984,25.109916666666667,0.19533333333333328
Brazil,1985,24.965666666666667,0.23708333333333334
Brazil,1986,25.130999999999997,0.19991666666666666
Brazil,1987,25.563416666666665,0.20583333333333334
Brazil,1988,25.177333333333333,0.1888333333333333
Brazil,1989,24.871416666666665,0.21025000000000002
Brazil,1990,25.274916666666666,0.21724999999999997
Brazil,1991,25.29216666666667,0.15966666666666668
Brazil,1992,25.25133333333333,0.22924999999999995
Brazil,1993,25.354916666666668,0.21008333333333332
Brazil,1994,25.454666666666668,0.1918333333333333
Brazil,1995,25.554416666666672,0.2038333333333333
Brazil,1996,25.337833333333332,0.1691666666666667
Brazil,1997,25.559416666666664,0.17041666666666666
Brazil,1998,25.95875,0.17675
Brazil,1999,25.286583333333336,0.14525
Brazil,2000,25.1965,0.16508333333333333
Brazil,2001,25.504416666666668,0.1699166666666667
Brazil,2002,25.800333333333338,0.16075
Brazil,2003,25.621,0.2310833333333333
Brazil,2004,25.496499999999997,0.19800000000000004
Brazil,2005,25.806,0.16375
Brazil,2006,25.516999999999996,0.236
Brazil,2007,25.667999999999996,0.16733333333333336
Brazil,2008,25.41033333333333,0.16258333333333339
Brazil,2009,25.60058333333333,0.18566666666666667
Brazil,2010,25.812416666666667,0.158
Brazil,2011,25.428916666666662,0.2048333333333333
Brazil,2012,25.717083333333335,0.231
Brazil,2013,25.348125,0.26225
Canada,1960,-4.406833333333334,0.25775
Canada,1961,-5.0681666666666665,0.24499999999999997
Canada,1962,-4.873833333333334,0.29425
Canada,1963,-4.6120833333333335,0.24750000000000005
Canada,1964,-5.456999999999998,0.26708333333333334
